,E.name,E.countries,total
5468,Lamara Finance Ltd.,Liechtenstein,1
5469,FAITH OCEAN LIMITED,Hong Kong,1
5470,CYAN S.A.,Luxembourg,4
5471,ORLIS ENGINEERING CORP.,Switzerland,1
5472,PETERS TECHNOLOGIES INC.,Switzerland,1
5473,BARDEN ENTERPRISES S.A.,Switzerland,2
5474,VALDEC CONSULTANTS S.A.,Switzerland,1
5475,DARMA TRADING CORP.,Switzerland,1
5476,UFT HOLDINGS S.A.,Switzerland,1
5477,POMONA CAPITAL S.A.,Luxembourg,4
5478,P.S.S. INVESTMENTS S.A.,Switzerland,1
5479,AVEL INC.,Panama,4
5480,NEWPORT ASSET CONSULTANTS CORP.,Switzerland,1
5481,MITCHELL & PARTNERS S.A.,Belgium,4
5482,SOUTH AMERICAN FUND S.A.,Argentina,1
5483,KANE GROUP S.A.,Venezuela,4
5484,SOLITAIRE HOLDINGS CORP.,Luxembourg,4
5485,BALNER REAL ESTATE S.A.,Switzerland,1
5486,OPEN DEVELOPMENTS CO.,Lebanon,1
5487,JUNGLE EQUITIES ENTERPRISES S.A.,Switzerland,1
5488,MATAR S.A.,Luxembourg,2
5489,ROMSDALE INVESTMENTS GLOBAL S.A.,Switzerland,1
5490,DONAR S.A.,Luxembourg,4
5491,PHAROS HOLDING S.A.,Switzerland,1
5492,GILDA CORP.,Switzerland,4
5493,SHRIVER GROUP INC.,Switzerland,2
5494,GLOBALCHEM CORP.,Panama,4
5495,COURSE FINANCE CORPORATION,Switzerland,1
5496,PURLEY BUSINESS S.A.,Switzerland,1
5497,PRODIGY COMPANY S.A.,Switzerland,1
5498,GARELIA CONSULTANTS INC.,Singapore,1
5499,MUMFORD INC.,Panama,4
5500,TECHNO CAST SYSTEM INC.,Luxembourg,4
5501,BLUEFLUTE TRADING COMPANY CORP.,Switzerland,1
5502,AEGEAN VENTURE CAPITAL S.A.,Switzerland,1
5503,ROOKSMEAD INC.,Luxembourg,2
5504,ALVORADA INC.,Luxembourg,4
5505,FLORIDABLANCA S.A.,Luxembourg,4
5506,COLONIAL GROUP INC.,Uruguay,1
5507,CAMBARA INTERNATIONAL INC.,Canada,1
5508,FERNLEA INVESTMENTS INC.,Luxembourg,2
5509,SUMMERVIEW DEVELOPMENTS INC.,Luxembourg,4
5510,SORBIER HOLDINGS S.A.,Switzerland,1
5511,BARBARIS INC.,Luxembourg,4
5512,SIERRA TRADING COMPANY S.A.,Luxembourg,4
5513,GRAND BARRIER S.A.,Luxembourg,4
5514,ORNON PROPERTIES INC.,Switzerland,5
5515,MOSSAMBEY TRADING CORP.,Switzerland,1
5516,WOOK MARKETING INC.,Monaco,1
5517,SAMMART CAPITAL S.A.,Switzerland,2
5518,RONEGON INC.,Luxembourg,4
5519,EDUCATION CORP.,Panama,4
5520,TEABAG S.A.,Luxembourg,4
5521,TALDOR INC.,Switzerland,4
5522,HABRO FINANCE GROUP S.A.,Switzerland,1
5523,PALO DE ESCOBA UNO S.A.,United States,4
5524,VERSUS TRADING CORP.,Panama,4
5525,ASHFORD CAPITAL INC.,Luxembourg,4
5526,KIM CONSULTANCY S.A.,Switzerland,1
5527,TEAL INVESTMENTS CORP.,Monaco,1
5528,HATLEY CAPITAL INC.,Uruguay,2
5529,RODONA CONSULTING CORPORATION,Switzerland,1
5530,ELIADE INC.,Luxembourg,1
5531,EPONINE CORP.,Switzerland,4
5532,RAMAPO S.A.,Switzerland,4
5533,NIOURK MANAGEMENT INC.,Switzerland,1
5534,BOULEAU ASSOCIATES S.A.,Switzerland,1
5535,BART OVERSEAS S.A.,Switzerland,4
5536,BEDIVERE INC.,Luxembourg,2
5537,DENVER MARKETING S.A.,Switzerland,1
5538,MONGANGA S.A.,United Arab Emirates,1
5539,COLNER CONSULTANTS INC.,Spain,1
5540,ILKES BUSINESS INC.,Monaco,1
5541,AVANTI BUSINESS S.A.,Luxembourg,4
5542,KAVEN BUSINESS CORP.,Switzerland,1
5543,BYRON GLOBAL FINANCE CORP.,Bahamas,1
5544,EDGMERE HOLDINGS CORP.,Switzerland,1
5545,SOLIDLAND INC.,Luxembourg,2
5546,WESTSIDE PARTNERS S.A.,Luxembourg,4
5547,INTERCRISANTEMO JM CORP.,Andorra,4
5548,INTERALHELI JM CORP.,Andorra,4
5549,"CREW CREEK INVESTMENTS, S.A.",Bahamas,4
5550,International Felman Finance S.A.,Switzerland,1
5551,CLARACTUS INTERNATIONAL CORP.,Switzerland,1
5552,OTAGO HOLDINGS GROUP S.A.,Switzerland,1
5553,ATINON OVERSEAS CORP.,United Arab Emirates,1
5554,ETREWE INTERNATIONAL PROPERTIES INC.,Switzerland,1
5555,EYTHAR FINANCIAL SERVICES S.A.,United Arab Emirates,1
5556,MAIDMAIN INDUSTRIES CORP.,Switzerland,1
5557,CAINE MANAGEMENT INC.,Monaco,1
5558,GALENIS HOLDING CORP.,Switzerland,3
5559,ANLANDS PROPERTIES DEVELOPMENT S.A.,Luxembourg,2
5560,CLAYFIELD PROPERTY MANAGEMENT INC.,Luxembourg,2
5561,ENDERBY RESOURCES S.A.,Switzerland,1
5562,KELWAY TRADING GROUP S.A.,Uruguay,1
5563,VICTORY HOLDINGS INTERNATIONAL CORP.,Bahamas,2
5564,STEEL TRADE AND INVESTMENT CORP.,Liechtenstein,2
5565,ORLOW RESOURCES S.A.,Switzerland,1
5566,GOSEDALE BUSINESS INC.,Switzerland,1
5567,COMTECH INTERNATIONAL LTD.,Switzerland,1
5568,GANGRIL INTERNATIONAL CORP.,Switzerland,1
5569,NIMROD ASSOCIATES INC.,Luxembourg,4
5570,LITSEA INC.,Luxembourg,1
5571,GOLDEN EXPRESS ENTERPRISES INC.,Switzerland,1
5572,BLECO TRADING CORP.,Switzerland,1
5573,MONETARIA INVEST S.A.,United Kingdom,4
5574,SELIGMA MANAGEMENT CORP.,Switzerland,1
5575,DUNRAVEN INDUSTRIES S.A.,Spain,4
5576,DESTINY S.A.,Luxembourg,2
5577,ALMAHA INC.,Jordan,5
5578,SLITER ASSETS CORP.,Switzerland,1
5579,HAYWARD CONSULTING CORPORATION,Switzerland,2
5580,ISMAY INVESTMENTS S.A.,Switzerland,1
5581,OREM GROUP HOLDING S.A.,Switzerland,1
5582,FINEPRINT INC.,Panama,4
5583,ESKANDER INVESTMENTS CORP.,Switzerland,1
5584,VASCOT RESOURCES INC,Gibraltar,1
5585,ROSANARO INC.,Luxembourg,2
5586,ERCROS INTERNATIONAL S.A.,Switzerland,1
5587,RONANSON TRADING INC.,Switzerland,1
5588,BEDLINGTON ENTERPRISES CORP.,Switzerland,1
5589,ELISLINES CORP.,Switzerland,1
5590,RINCONADA INVESTMENTS GROUP S.A.,Switzerland,1
5591,KENTLAND INVESTMENTS S.A.,Guatemala,4
5592,BACKWELL FINANCIAL CORP.,Brazil,1
5593,COVENTRY MARITIME S.A.,Luxembourg,4
5594,MOSTOLES ASSETS INC.,Luxembourg,2
5595,MG-B RANGAR S.A.,Switzerland,2
5596,BLUE FALCON AERO S.A.,Switzerland,1
5597,SELECA S.A.,Switzerland,2
5598,TOSCA GROUP S.A.,Switzerland,1
5599,DRUMARD INTERNATIONAL S.A.,Switzerland,1
5600,TENERA INC.,Panama,4
5601,HERN FINANCE S.A.,Switzerland,1
5602,PHARMATEX DEVELOPMENT S.A.,Switzerland,1
5603,GILLARD MANAGEMENT INC.,Bahamas,1
5604,ORLEANS INDUSTRIES CORPORATION,Uruguay,2
5605,CAMPOVERDE REAL ESTATE S.A.,Bahamas,4
5606,HAYDEN MARKETING S.A.,Bahamas,4
5607,DENVILLE CONSULTING INC.,Switzerland,1
5608,DEWBURN HOLDINGS CORP.,Switzerland,1
5609,BAGH FINANCE S.A.,Switzerland,1
5610,FLITZ FINANCE S.A.,Spain,1
5611,BLATER HOLDING GROUP S.A.,Switzerland,1
5612,APECOON COMPANY S.A.,Switzerland,2
5613,ASHFORD SERVICES INC.,Bahamas,1
5614,GREENBEACH EQUITIES CORP.,Israel,4
5615,ARENA DISTRIBUTION INC.,Switzerland,1
5616,BORSA INC.,Luxembourg,4
5617,OFIELD CORP.,Luxembourg,4
5618,TAMBROOK PROPERTIES S.A.,Dominican Republic,1
5619,CAYUGA EQUITIES S.A.,Luxembourg,4
5620,THARMON FINANCE S.A.,Switzerland,4
5621,NINKA MARKETING INC.,Switzerland,1
5622,STASIA INC.,Switzerland,1
5623,SUDINTER BUSINESS INCORPORATED,Monaco,1
5624,ROSALIND INC.,Luxembourg,4
5625,FUNTOWN INVESTMENT INC.,Luxembourg,4
5626,ROSEBAY FINANCE INCORPORATED,Switzerland,1
5627,CORLAY HOLDINGS INC.,Switzerland,1
5628,SENECA PORTFOLIO INC.,Luxembourg,4
5629,PRISSY OVERSEAS S.A.,Switzerland,1
5630,WAINSHILL CORPORATION,Switzerland,1
5631,JUTLAND DEVELOPMENTS INCORPORATED,Monaco,1
5632,SELBOURNE ASSOCIATES INC.,Switzerland,1
5633,NOREG MARITIME S.A.,Luxembourg,4
5634,WENDIGO INC.,Luxembourg,4
5635,MATEC HOLDING INC.,Luxembourg,4
5636,JFB S.A.,Luxembourg,4
5637,ROSELL CAPITAL S.A.,Luxembourg,4
5638,CANARIS GROUP S.A.,Luxembourg,2
5639,KARMIN ENTERPRISES S.A.,Monaco,4
5640,PIC GROUP S.A.,Switzerland,1
5641,WILMON EQUITIES INC.,Luxembourg,4
5642,CHELSEA GROUP HOLDINGS S.A.,Panama,2
5643,SANTIAGO PORTFOLIO S.A.,Brazil,1
5644,MANDEL FINANCE INC.,Switzerland,1
5645,LUZ INTERNATIONAL S.A.,Switzerland,2
5646,DINOR COMPANY INC:,Switzerland,1
5647,PEARLSTEIN LIMITED,Switzerland,2
5648,BEECHGROVE INTERNATIONAL INC.,Switzerland,1
5649,LARISTON HOLDING S.A.,Switzerland,1
5650,VALERIUS INDUSTRIAL S.A.,Costa Rica,4
5651,PENTON CONSULTANTS INC.,Switzerland,2
5652,THEODIX S.A.,Uruguay,6
5653,DAEDALUS OVERSEAS INC.,Luxembourg,2
5654,RAPID PROPERTIES INVESTMENTS S.A.,Jordan,2
5655,WESCOT REAL ESTATE INC.,Cyprus,2
5656,STREAMLINE MANAGEMENT INC.,Switzerland,2
5657,COCHABAMBINA DE ELECTRICIDAD S.A.,Côte d'Ivoire,7
5658,EDEN PARK HOLDINGS S.A.,Greece,1
5659,YACKLIEN ASSOCIATES INC.,Switzerland,2
5660,RUSHMEAD INC.,Luxembourg,2
5661,P & R INTERNATIONAL TRADING S.A.,Switzerland,1
5662,ALIM ASSETS CORP.,Monaco,1
5663,SILHOUETTE REAL ESTATES CORP.,Switzerland,1
5664,SUPERSTAR ASSETS S.A.,Luxembourg,4
5665,PALACE REAL ESTATE MARKETING CORP.,Luxembourg,2
5666,Ineteg S.A.,Switzerland,1
5667,TABOGA CONSULTANTS CORP.,Switzerland,1
5668,SEALAND BUSINESS CORP.,United Kingdom,1
5669,BYBOR REAL ESTATE INC.,Switzerland,1
5670,DAYLIG INTERNATIONAL TRADING INC.,Switzerland,1
5671,SNOWDONIA INTERNATIONAL GROUP INC.,Luxembourg,4
5672,5 STAR TEAM GLOBAL S.A.,United Kingdom,4
5673,BASSO GROUP INC.,Switzerland,4
5674,HARVEY INVESTMENTS HOLDINGS S.A.,Uruguay,2
5675,SEWARD PROPERTIES INC.,Switzerland,1
5676,MERCURY HOLDING INTERNATIONAL S.A.,Monaco,4
5677,BIMERAUDI CORPORATION,Liechtenstein,4
5678,SALAVAT S.A.,Switzerland,4
5679,ZENON FINANCE S.A.,Switzerland,1
5680,TURNER HOLDING LIMITED INC.,Switzerland,1
5681,CHASE HERO ENTERPRISES S.A.,Uruguay,2
5682,DORINGTON CAPITAL CORP.,Brazil,1
5683,HORB INC.,Switzerland,1
5684,RAMADI CORP.,Luxembourg,4
5685,TEXOR ASSOCIATES INC.,Switzerland,1
5686,TRIANWOOD INVESTMENTS CORP.,Switzerland,1
5687,ENORY S.A.,Switzerland,4
5688,STROM ASSOCIATES CORP.,Germany,1
5689,MARMOREP S.A.,Panama,4
5690,ROSELAND OVERSEAS S.A.,Luxembourg,2
5691,WOODHOUSE COMPANY S.A.,Luxembourg,2
5692,RAFFERTY INC.,Luxembourg,2
5693,ALSTER ENTERPRISES S.A.,Panama,2
5694,ALEA INTERNATIONAL S.A.,Panama,2
5695,"MABACEL INVESTMENTS, S.A.",United States,10
5696,GLENVEIGH HOLDINGS GROUP CORP.,Monaco,1
5697,HAYRIDGE INVESTMENTS GROUP CORP.,Switzerland,1
5698,DARFIELD ENTERPRISES CORP.,Monaco,6
5699,DEVON WORLDWIDE INC.,Switzerland,1
5700,EVONSHIRE DEVELOPMENTS S.A.,Switzerland,1
5701,CARVELLE PROPERTY INC.,Switzerland,1
5702,SUMTER INTERNATIONAL S.A.,Switzerland,1
5703,CORNEL SHIPPING INC.,Luxembourg,4
5704,TULSA OVERSEAS INC.,Luxembourg,2
5705,AXIA INVESTMENTS CORP.,Switzerland,1
5706,ENID GROUP S.A.,Monaco,1
5707,SIMTON OVERSEAS CORP.,Monaco,1
5708,NORTHREEF DEVELOP CORPORATION,Switzerland,1
5709,ROMMAGE MANAGEMENT CORP.,Luxembourg,4
5710,RECAPITO S.A.,Monaco,1
5711,SOLWAY MANAGEMENT INC.,Switzerland,1
5712,ASIAN PACIFIC INVESTMENT CORPORATION,Hong Kong,1
5713,QUOLAND S.A.,Panama,3
5714,BEDE CONSULTING CORP.,Switzerland,1
5715,XANDEN EQUITIES S.A.,Luxembourg,4
5716,ENSWORTH TRADING INC.,Bahamas,4
5717,Designerbekleidung Munchen S.A.,Netherlands,4
5718,ADVANCE BASIC COMMODITY CORP.,Monaco,1
5719,PAIDE FINANCE INC.,Switzerland,2
5720,C.F. FINANCECO LTD.,Guatemala,1
5721,RED CEDAR CORPORATION,Argentina,4
5722,"YOLIS GLOBAL, S.A.",United States,2
5723,DEXTRA INVESTMENT GROUP CORPORATION,Switzerland,1
5724,PROTON HOLDINGS S.A.,Spain,2
5725,COMMERCIAL & INDUSTRIAL FINANCE CORPORATION S. A.,United Kingdom,2
5726,RUTLAND OVERSEAS INC.,Guernsey,2
5727,PRISCO COMPANY LTD.   (ex RAINER CONCERN LTD.),Russia,4
5728,K,Luxembourg,4
5729,FALCONFIELD COMMERCIAL CORP.,Switzerland,1
5730,ENICO MANAGEMENT S.A.,Monaco,1
5731,RODSUN HOLDINGS TEAM S.A.,Uruguay,2
5732,ENRICH HOLDING GROUP CORP.,France,2
5733,Coquelicot S.A.,Switzerland,1
5734,SULBY INVESTMENTS INC.,Switzerland,1
5735,LEVENPARK DEVELOPMENT S.A.,Switzerland,2
5736,QUENTIN ENTERPRISES INTERNATIONAL INC.,Switzerland,1
5737,ROUMAS GROUP INC.,Switzerland,1
5738,DARIUS EQUITIES S.A.,Luxembourg,4
5739,WELFERN ASSETS CORP.,Switzerland,2
5740,HARRINGTON DEVELOPMENT INC.,Switzerland,2
5741,SPRINGWOOD INTERNATIONAL S.A.,Switzerland,1
5742,Amaterasu Asset Management Corp.,Luxembourg,4
5743,REDWOOD HOLDINGS GROUP S.A.,Switzerland,3
5744,WENGER MANAGEMENT INC.,United Arab Emirates,1
5745,BYWOOD ASSOCIATES S.A.,Luxembourg,4
5746,MAN PROPERTIES S. A.,Switzerland,1
5747,PALMBEACH CONSULTING INC.,Luxembourg,4
5748,KYRIOS S.A.,Luxembourg,4
5749,ART MATTERS  INC.,Luxembourg,4
5750,ASPECT INVESTMENTS INC.,Switzerland,2
5751,ARCTIC RESOURCES INTERNATIONAL CORP.,Switzerland,1
5752,AVERIL INTERNATIONAL RESOURCES INC.,Switzerland,1
5753,OXBERRY TRADING CORPORATION,Switzerland,3
5754,MISKELL INCORPORATED,United Arab Emirates,1
5755,NUEVA VALENCIA S.A.,United States,6
5756,LAUREL TRADING OVERSEAS S.A.,Switzerland,1
5757,ZILPA ASSOCIATES INC.,Cyprus,2
5758,AVENZURA HOLDINGS INC.,Switzerland,1
5759,KINRO FINANCIAL S.A.,Luxembourg,2
5760,PADDINGTON INVESTMENTS INC.,Switzerland,1
5761,NAMOUR INTERNATIONAL INC.,Monaco,1
5762,FULLINVESTMENTS INC.,Switzerland,2
5763,BANYAN EQUITIES INC.,Lebanon,1
5764,JANSEN INC.,Israel,4
5765,LAUBEL INVEST S.A.,Uruguay,4
5766,BISCAY FINANCE CORP.,Uruguay,2
5767,NORTHSEA MARKETING INCORPORATED,Switzerland,1
5768,ENDROS ASSOCIATES TRADING INC.,Switzerland,1
5769,COLLIER INTERNATIONAL GROUP S.A.,Switzerland,1
5770,ARDWELL INC.,Luxembourg,4
5771,CYNTEC ESTATES INC.,Switzerland,1
5772,GRASSDALE INC.,Monaco,1
5773,BALLANTINE PROPERTIES S.A.,Switzerland,1
5774,CARLINGTON CAPITAL S.A.,Uruguay,4
5775,REXFORD ASSETS S.A.,Luxembourg,4
5776,BILSTONE GROUP S.A.,Switzerland,1
5777,LEESIDE HOLDINGS INC.,Monaco,1
5778,LAKEBURY OVERSEAS S.A.,Switzerland,1
5779,EMMETT REAL ESTATE S.A.,Switzerland,1
5780,RICHARDSON CONSULTANTS COMPANY S.A.,Switzerland,2
5781,EYDEN PROPERTIES S.A.,Switzerland,1
5782,KRYPTON TRADING S.A.,Monaco,2
5783,GANCHO INC.,Luxembourg,2
5784,BALALAIKA S.A.,Luxembourg,4
5785,CADENA REAL ESTATE INC.,Israel,4
5786,MANSFIELD ENTERPRISES CAPITAL INCORPORATED,Switzerland,1
5787,MIDAS COMMERCIAL ENTERPRISES INC.,Hong Kong,2
5788,SPERRY EQUITY INC.,Switzerland,1
5789,NICOL SECURITIES S. A.,Switzerland,5
5790,FILBERT EQUITIES INC.,Bahamas,4
5791,BLACKHAWK SHIPPING S.A.,Luxembourg,4
5792,LAKESHORE DEVELOPMENT S.A.,Dominican Republic,4
5793,TRUSLER INDUSTRIES S.A.,Panama,1
5794,NORTH COUNTY SERVICES CORP.,Switzerland,1
5795,NEXUS MANAGEMENT INC.,Luxembourg,8
5796,SIRIUS SHIPPING INTERNATIONAL INC.,Switzerland,1
5797,FIDUCIAIRE DU MOYEN ORIENT INC.,Lebanon,1
5798,INTERINVEST CONSULTANTS S.A.,Panama,4
5799,POTTER CAPITAL S.A.,Panama,4
5800,BERLINE EQUITIES CORP.,United Arab Emirates,5
5801,TYROCK INC.,Luxembourg,4
5802,AZUR INVEST SERVICES S.A.,Uruguay,4
5803,CIRCLE DRIVE INVESTMENTS INC.,Switzerland,1
5804,FINEWOOL INTERNATIONAL INC.,Venezuela,4
5805,ALDREN INVESTMENTS S.A.,Switzerland,1
5806,BBB INVESTMENTS GROUP S.A.,Monaco,1
5807,ROUGE TONE INVESTMENTS INC.,Luxembourg,4
5808,BUSHWAY HOLDINGS INC.,Monaco,1
5809,LANDMARK INVESTMENT CLUB S.A.,Luxembourg,21
5810,SHANGMA HOLDINGS LIMITED,Hong Kong,1
5811,PURPLE GLOBAL BUSINESS INC.,Switzerland,1
5812,GALE PROPERTIES LIMITED,Uruguay,6
5813,P.N.S. INC. PLANTATION SERVICES,Switzerland,1
5814,KINBOROUGH ASSOCIATES INC.,Hong Kong,2
5815,"LAWSONS COMPANY, INC.",Switzerland,1
5816,SOFIMA OVERSEAS CORP.,Switzerland,1
5817,GRG INTERNATIONAL SERVICES INC.,Costa Rica,2
5818,MODAGA CORP.,Germany,2
5819,GREENVIEW CONSULTANTS CORP.,Switzerland,1
5820,FLAGGING OVERSEAS INCORPORATED,Switzerland,1
5821,PERMAN INC.,Luxembourg,2
5822,ELGOOD HOLDING S.A.,Switzerland,1
5823,MALLINSON TRADING S.A.,Switzerland,1
5824,SEAGULL ASSOCIATES INC.,Panama,6
5825,GARANT TRADING INC.,Switzerland,1
5826,BOXWOOD S.A.,Luxembourg,4
5827,CORDIA BUSINESS INC.,Luxembourg,4
5828,SOL DEL SURESTE GROUP S.A.,Luxembourg,4
5829,DEERBRIDGE S.A.,Luxembourg,4
5830,FLORENCE TERRACE S.A.,Uruguay,2
5831,FAIRWINDS ASSETS INC.,Switzerland,8
5832,WINTLER EQUITIES CORP.,Switzerland,1
5833,NUBIAN GLOBAL INCORPORATED,Bahamas,4
5834,GLOBAL DENTAL ART INC.,Bahamas,2
5835,HOWE S.A.,Jordan,5
5836,ZENON PROPERTIES S.A.,Cyprus,4
5837,DARTON INTERNATIONAL LIMITED INC.,Switzerland,1
5838,PENWILL TRADING CORP.,Ecuador,4
5839,CHONTAQUIRO S.A.,Luxembourg,4
5840,EMERY S.A.,United Kingdom,4
5841,ARAMIS ASSOCIATES BUSINESS CORP.,Switzerland,1
5842,CHIVENT BUSINESS INC.,Monaco,1
5843,FARWELL ASSOCIATES CORP.,Monaco,1
5844,LEEMOUNT INVESTMENTS CORP.,Switzerland,1
5845,WINSPEAR ESTATES CORP.,Switzerland,1
5846,ROSLAND EQUITIES INCORPORATED,Switzerland,1
5847,MOUNTFIELD ASSOCIATES CORP.,Bahamas,1
5848,JONTOWN S.A.,Luxembourg,4
5849,WITTERSHAM INC.,Switzerland,1
5850,AMETHYST HOLDING COMPANY INC.,Switzerland,1
5851,SPARTACUS PORTFOLIO S.A.,Luxembourg,2
5852,BLUEFIELD CONSULTANTS CORP.,Switzerland,2
5853,RUSTELO TRADING CORP.,Switzerland,4
5854,PORTICUS INVESTMENTS LIMITED,Seychelles,2
5855,L.E.D. GROUP LIMITED,Russia,1
5856,THE GREAT ATLANTIC CORPORATION INC.,Venezuela,2
5857,ORCA HOLDING S.A.,Luxembourg,2
5858,ZAPHIR GLOBAL INC.,Panama,4
5859,AMBER ASSOCIATES CORP.,Switzerland,1
5860,MILOU INC.,Switzerland,4
5861,Andaluz Group Corp.,Panama,1
5862,ALISHAN CAPITAL INCORPORATED,Monaco,1
5863,GOLDFIELDS INTERNATIONAL TRADING S.A.,Switzerland,2
5864,FOX INTERNATIONAL HOLDINGS S.A.,Luxembourg,4
5865,SIGMAR SERVICES S.A.,Uruguay,4
5866,PELICANUS AVIATION CORP.,Bahamas,2
5867,VISTULA & PARTNERS INC.,Cyprus,4
5868,DURNINGTON SERVICES S.A.,United Arab Emirates,1
5869,UNDERHILL RESOURCES S.A.,Monaco,1
5870,ROCK WORLDWIDE LTD.,Russia,2
5871,MERELLO INVESTMENTS INC.,Monaco,2
5872,PYTHAGORE BUSINESS INTERNATIONAL CORP.,Monaco,1
5873,SOMMERS MANAGEMENT INC.,Switzerland,2
5874,MORAY RESOURCES INC.,Switzerland,1
5875,BANBROOKE INC.,Luxembourg,4
5876,MAGELLAN SHIPPING S.A.,Luxembourg,4
5877,VALLESTER HOLDINGS S.A.,Switzerland,1
5878,BELTON MANAGEMENT INC.,Switzerland,2
5879,FLAGSTONE INTERNATIONAL S.A.,Costa Rica,4
5880,BOLESCO HOLDING S.A.,United Kingdom,2
5881,Clarinet Services Limited,Isle of Man,1
5882,"PANAMERICANA DE INGENIERIA Y CONSTRUCCIONES ""PADINCO""",Colombia,4
5883,TECHNODIAMANT S.A.,Switzerland,1
5884,NOAH BUSINESS S.A.,Switzerland,1
5885,Pink Flamingo Network Inc.,Bahamas,4
5886,ROFEK INVESTMENT CORP.,Guatemala,4
5887,COLEHAM GROUP CORP.,Luxembourg,4
5888,MANUS INTERNATIONAL INC.,Switzerland,2
5889,RULINOL INC.,Luxembourg,2
5890,FIRST INTERNATIONAL CONSULTING MANAGEMENT CORP.,Switzerland,1
5891,CLIFFS ASSOCIATES INC.,Luxembourg,2
5892,ALVEAR TRADING S.A.,Uruguay,4
5893,LEDWIN CONSULTANTS CORP.,Switzerland,1
5894,INTERLAKEN OVERSEAS INC.,Switzerland,1
5895,"INTERMARKET EQUITIES, S.A.",Switzerland,2
5896,WOOLCOT MANAGEMENT CORP.,Switzerland,4
5897,BANFORD PROPERTIES S.A.,Switzerland,1
5898,MPHC GROUP INCORPORATED,Ecuador,2
5899,OPEN BUSINESS CORPORATION,Monaco,1
5900,HAWKWIND CORP.,Panama,4
5901,FLASKO INC.,Luxembourg,4
5902,PINGUIN INVESTMENT CORPORATION,Luxembourg,4
5903,COLPINE MANAGEMENT GROUP INC.,Switzerland,1
5904,SUBROSA EQUITIES INC.,Luxembourg,4
5905,INGHAM CORP.,Luxembourg,4
5906,SEABROWN HOLDINGS COMPANY INC.,Switzerland,1
5907,PRYSMED TRADING GROUP S.A.,Switzerland,1
5908,SOLARIS INTERNATIONAL TRADING CO. S.A.,Brazil,4
5909,ARCHER PROPERTIES COMPANY S.A.,Switzerland,1
5910,NELFORD ASSETS INCORPORATED,Switzerland,1
5911,NEELSTOCK DEVELOPMENT CORP.,Switzerland,1
5912,TRAINING MANAGEMENT LIMITED,Switzerland,2
5913,OKRAN S.A.,Luxembourg,4
5914,FALKE MANAGEMENT INC.,Luxembourg,4
5915,ENTRAIN INC.,Luxembourg,2
5916,OZZ INVEST CORPORATION,Switzerland,4
5917,MK ASSOCIATES HOLDINGS S.A.,Switzerland,1
5918,TEGULA HOLDINGS CORP.,Switzerland,1
5919,AVONWORTH INVESTMENTS CORP.,Switzerland,1
5920,PICTON ASSOCIATES INC.,Switzerland,1
5921,RYCAN REAL ESTATE INC.,Luxembourg,4
5922,KAKALOO S.A.,Luxembourg,4
5923,MICHAP TRADING S.A.,Switzerland,1
5924,"LATINAMERICA ECONOMIC ADVISERS, INC.",Panama,2
5925,BELMARA OVERSEAS S.A.,Switzerland,1
5926,ARAZATI TRADING S.A.,Paraguay,4
5927,MARANDUS INC.,Luxembourg,4
5928,TANBARK MANAGEMENT S.A.,Switzerland,1
5929,INVERSIONES TORAN COMPAÑÍA ANÓNIMA,Venezuela,4
5930,CORDELL SECURITIES INC.,Switzerland,1
5931,HORSWELL TRADING INC.,Switzerland,1
5932,JARFIELD S.A.,Luxembourg,4
5933,HILSTON GROUP S.A.,Luxembourg,4
5934,FLINTHAM INC.,Luxembourg,4
5935,SUNSHINE PRODUCTIONS S.A.,Switzerland,1
5936,PECK SECURITY S.A.,Luxembourg,4
5937,FOLKNER INVESTMENTS S.A.,Switzerland,1
5938,ARCHIBALD INVESTMENTS CORP.,Switzerland,1
5939,MALKO HOLDINGS CORP.,Luxembourg,4
5940,FASTWARE INC.,Switzerland,4
5941,DIPPAQ INC.,Switzerland,1
5942,TRANSFIX CONSULTING INC.,Luxembourg,4
5943,THE PORTMAR OVERSEAS GROUP S.A.,Switzerland,1
5944,SZIVEM ENTERPRISES INC.,Switzerland,4
5945,FORTUNA MANAGEMENT INC.,Switzerland,1
5946,HOLBRIDGE BUSINESS S.A.,Luxembourg,4
5947,FASHION CONSULTING SERVICES S.A.,France,1
5948,WINTERGATE GLOBAL INCORPORATED,Switzerland,1
5949,CAPITAL INVEST PORTFOLIO INC.,Luxembourg,4
5950,BUTTERFLY COMPANY S.A.,Switzerland,1
5951,JORTON INTERNATIONAL S.A.,Switzerland,1
5952,LATTICE INVESTMENTS CORP.,Switzerland,1
5953,VIDAL EQUITIES S.A.,Luxembourg,4
5954,HEMINGWAY ASSOCIATES CORP.,Switzerland,1
5955,WEDGWOOD WORLDWIDE CORP.,Monaco,1
5956,SULTAN OVERSEAS CORP.,Luxembourg,4
5957,BILFORT HOLDINGS CORP.,Switzerland,1
5958,WELBURY PROPERTIES INCORPORATED,Monaco,1
5959,ADEL-COMMERCE AND MANAGEMENT SERVICES S.A.,Switzerland,1
5960,BREST CORPORATION,Panama,4
5961,GALAXIA PORTFOLIO S.A.,Luxembourg,4
5962,TAMARA BUSINESS S.A.,Luxembourg,4
5963,MINERAL EQUITIES S.A.,Bahamas,4
5964,HBMEDIS S.A.,Venezuela,4
5965,OLMAND HOLDINGS INC.,United States,4
5966,RAYGUARD FINANCE INC.,Switzerland,1
